#    L    TT             EE             BB             TE          
  1173   0.117761E+04   0.137495E+02   0.991571E-01  -0.142926E+02
  1174   0.117448E+04   0.138150E+02   0.991162E-01  -0.135352E+02
  1175   0.117130E+04   0.138845E+02   0.990974E-01  -0.127880E+02
  1176   0.116799E+04   0.139581E+02   0.990542E-01  -0.120515E+02
  1177   0.116472E+04   0.140363E+02   0.990332E-01  -0.113257E+02
  1178   0.116133E+04   0.141176E+02   0.989877E-01  -0.106110E+02
  1179   0.115797E+04   0.142039E+02   0.989644E-01  -0.990761E+01
  1180   0.115450E+04   0.142937E+02   0.989166E-01  -0.921587E+01
  1181   0.115101E+04   0.143866E+02   0.988911E-01  -0.853604E+01
  1182   0.114741E+04   0.144835E+02   0.988410E-01  -0.786839E+01
  1183   0.114379E+04   0.145839E+02   0.988133E-01  -0.721310E+01
  1184   0.114011E+04   0.146873E+02   0.987610E-01  -0.657051E+01
  1185   0.113641E+04   0.147952E+02   0.987311E-01  -0.594074E+01
  1186   0.113264E+04   0.149061E+02   0.986766E-01  -0.532417E+01
  1187   0.112886E+04   0.150204E+02   0.986446E-01  -0.472093E+01
  1188   0.112502E+04   0.151377E+02   0.985879E-01  -0.413137E+01
  1189   0.112111E+04   0.152585E+02   0.985538E-01  -0.355547E+01
  1190   0.111719E+04   0.153822E+02   0.984949E-01  -0.299362E+01
  1191   0.111320E+04   0.155093E+02   0.984587E-01  -0.244582E+01
  1192   0.110921E+04   0.156394E+02   0.983977E-01  -0.191243E+01
  1193   0.110514E+04   0.157724E+02   0.983595E-01  -0.139351E+01
  1194   0.110107E+04   0.159082E+02   0.982964E-01  -0.889171E+00
  1195   0.109698E+04   0.160470E+02   0.982562E-01  -0.399664E+00
  1196   0.109278E+04   0.161891E+02   0.981911E-01   0.746490E-01
  1197   0.108861E+04   0.163331E+02   0.981490E-01   0.533932E+00
  1198   0.108439E+04   0.164799E+02   0.980818E-01   0.977149E+00
  1199   0.108015E+04   0.166291E+02   0.980378E-01   0.140580E+01
  1200   0.107585E+04   0.167811E+02   0.979687E-01   0.181876E+01
  1201   0.107159E+04   0.169348E+02   0.979228E-01   0.221547E+01
  1202   0.106722E+04   0.170920E+02   0.978518E-01   0.259692E+01
  1203   0.106289E+04   0.172508E+02   0.978042E-01   0.296204E+01
  1204   0.105849E+04   0.174119E+02   0.977313E-01   0.331129E+01
  1205   0.105409E+04   0.175742E+02   0.976819E-01   0.364414E+01
  1206   0.104968E+04   0.177393E+02   0.976072E-01   0.396104E+01
  1207   0.104531E+04   0.179060E+02   0.975562E-01   0.426095E+01
  1208   0.104088E+04   0.180749E+02   0.974797E-01   0.454535E+01
  1209   0.103639E+04   0.182449E+02   0.974271E-01   0.481320E+01
  1210   0.103195E+04   0.184166E+02   0.973489E-01   0.506395E+01
  1211   0.102744E+04   0.185904E+02   0.972947E-01   0.529809E+01
  1212   0.102298E+04   0.187652E+02   0.972150E-01   0.551608E+01
  1213   0.101846E+04   0.189412E+02   0.971592E-01   0.571791E+01
  1214   0.101399E+04   0.191192E+02   0.970779E-01   0.590253E+01
  1215   0.100951E+04   0.192976E+02   0.970207E-01   0.607042E+01
  1216   0.100503E+04   0.194776E+02   0.969379E-01   0.622156E+01
  1217   0.100044E+04   0.196586E+02   0.968794E-01   0.635644E+01
  1218   0.995942E+03   0.198411E+02   0.967951E-01   0.647401E+01
  1219   0.991391E+03   0.200235E+02   0.967353E-01   0.657579E+01
  1220   0.986887E+03   0.202068E+02   0.966497E-01   0.666023E+01
  1221   0.982379E+03   0.203905E+02   0.965886E-01   0.672834E+01
  1222   0.977868E+03   0.205756E+02   0.965017E-01   0.677907E+01
  1223   0.973353E+03   0.207610E+02   0.964394E-01   0.681445E+01
  1224   0.968837E+03   0.209458E+02   0.963513E-01   0.683193E+01
  1225   0.964367E+03   0.211320E+02   0.962880E-01   0.683303E+01
  1226   0.959896E+03   0.213179E+02   0.961987E-01   0.681823E+01
  1227   0.955473E+03   0.215041E+02   0.961343E-01   0.678652E+01
  1228   0.950999E+03   0.216906E+02   0.960440E-01   0.673890E+01
  1229   0.946574E+03   0.218768E+02   0.959787E-01   0.667435E+01
  1230   0.942049E+03   0.220627E+02   0.958874E-01   0.659439E+01
  1231   0.937623E+03   0.222488E+02   0.958211E-01   0.649800E+01
  1232   0.933198E+03   0.224342E+02   0.957289E-01   0.638619E+01
  1233   0.928873E+03   0.226202E+02   0.956618E-01   0.625746E+01
  1234   0.924499E+03   0.228048E+02   0.955688E-01   0.611381E+01
  1235   0.920325E+03   0.229896E+02   0.955010E-01   0.595423E+01
  1236   0.916053E+03   0.231730E+02   0.954071E-01   0.577925E+01
  1237   0.911783E+03   0.233559E+02   0.953387E-01   0.558836E+01
  1238   0.907566E+03   0.235385E+02   0.952441E-01   0.538208E+01
  1239   0.903350E+03   0.237196E+02   0.951751E-01   0.516040E+01
  1240   0.899137E+03   0.239003E+02   0.950799E-01   0.492434E+01
  1241   0.895027E+03   0.240794E+02   0.950104E-01   0.467290E+01
  1242   0.890870E+03   0.242586E+02   0.949147E-01   0.440762E+01
  1243   0.886766E+03   0.244353E+02   0.948447E-01   0.412632E+01
  1244   0.882717E+03   0.246120E+02   0.947485E-01   0.383161E+01
  1245   0.878720E+03   0.247870E+02   0.946782E-01   0.352236E+01
  1246   0.874730E+03   0.249601E+02   0.945816E-01   0.319976E+01
  1247   0.870742E+03   0.251320E+02   0.945110E-01   0.286278E+01
  1248   0.866811E+03   0.253024E+02   0.944141E-01   0.251188E+01
  1249   0.862934E+03   0.254721E+02   0.943433E-01   0.214768E+01
  1250   0.859113E+03   0.256393E+02   0.942461E-01   0.177010E+01
  1251   0.855295E+03   0.258043E+02   0.941752E-01   0.137927E+01
  1252   0.851586E+03   0.259686E+02   0.940779E-01   0.975379E+00
  1253   0.847832E+03   0.261302E+02   0.940069E-01   0.558926E+00
  1254   0.844136E+03   0.262897E+02   0.939095E-01   0.130009E+00
  1255   0.840494E+03   0.264479E+02   0.938386E-01  -0.311222E+00
  1256   0.836961E+03   0.266034E+02   0.937411E-01  -0.764303E+00
  1257   0.833433E+03   0.267571E+02   0.936703E-01  -0.122915E+01
  1258   0.829916E+03   0.269081E+02   0.935728E-01  -0.170544E+01
  1259   0.826455E+03   0.270572E+02   0.935022E-01  -0.219293E+01
  1260   0.823054E+03   0.272035E+02   0.934048E-01  -0.269132E+01
  1261   0.819709E+03   0.273480E+02   0.933344E-01  -0.320041E+01
  1262   0.816424E+03   0.274902E+02   0.932373E-01  -0.371980E+01
  1263   0.813197E+03   0.276295E+02   0.931672E-01  -0.424943E+01
  1264   0.809980E+03   0.277664E+02   0.930703E-01  -0.478905E+01
  1265   0.806871E+03   0.279004E+02   0.930006E-01  -0.533826E+01
  1266   0.803774E+03   0.280320E+02   0.929040E-01  -0.589669E+01
  1267   0.800735E+03   0.281601E+02   0.928347E-01  -0.646429E+01
  1268   0.797762E+03   0.282868E+02   0.927386E-01  -0.704076E+01
  1269   0.794852E+03   0.284090E+02   0.926698E-01  -0.762549E+01
  1270   0.791985E+03   0.285288E+02   0.925741E-01  -0.821900E+01
  1271   0.789182E+03   0.286460E+02   0.925059E-01  -0.882016E+01
  1272   0.786426E+03   0.287603E+02   0.924107E-01  -0.942891E+01
  1273   0.783715E+03   0.288710E+02   0.923432E-01  -0.100452E+02
  1274   0.781072E+03   0.289782E+02   0.922486E-01  -0.106684E+02
  1275   0.778484E+03   0.290828E+02   0.921817E-01  -0.112981E+02
  1276   0.775949E+03   0.291844E+02   0.920878E-01  -0.119346E+02
  1277   0.773473E+03   0.292829E+02   0.920217E-01  -0.125769E+02
  1278   0.771057E+03   0.293778E+02   0.919284E-01  -0.132254E+02
  1279   0.768701E+03   0.294691E+02   0.918631E-01  -0.138791E+02
  1280   0.766408E+03   0.295578E+02   0.917706E-01  -0.145389E+02
  1281   0.764172E+03   0.296428E+02   0.917062E-01  -0.152028E+02
  1282   0.761999E+03   0.297242E+02   0.916145E-01  -0.158717E+02
  1283   0.759882E+03   0.298025E+02   0.915510E-01  -0.165450E+02
  1284   0.757830E+03   0.298771E+02   0.914602E-01  -0.172227E+02
  1285   0.755830E+03   0.299485E+02   0.913977E-01  -0.179037E+02
  1286   0.753894E+03   0.300158E+02   0.913077E-01  -0.185884E+02
  1287   0.752019E+03   0.300799E+02   0.912463E-01  -0.192759E+02
  1288   0.750209E+03   0.301403E+02   0.911573E-01  -0.199671E+02
  1289   0.748456E+03   0.301974E+02   0.910969E-01  -0.206598E+02
  1290   0.746763E+03   0.302504E+02   0.910089E-01  -0.213555E+02
  1291   0.745131E+03   0.303001E+02   0.909496E-01  -0.220533E+02
  1292   0.743561E+03   0.303451E+02   0.908627E-01  -0.227529E+02
  1293   0.742047E+03   0.303879E+02   0.908045E-01  -0.234543E+02
  1294   0.740603E+03   0.304264E+02   0.907187E-01  -0.241552E+02
  1295   0.739212E+03   0.304611E+02   0.906617E-01  -0.248582E+02
  1296   0.737881E+03   0.304926E+02   0.905770E-01  -0.255604E+02
  1297   0.736613E+03   0.305203E+02   0.905213E-01  -0.262638E+02
  1298   0.735406E+03   0.305442E+02   0.904377E-01  -0.269667E+02
  1299   0.734251E+03   0.305644E+02   0.903833E-01  -0.276697E+02
  1300   0.733166E+03   0.305803E+02   0.903009E-01  -0.283716E+02
  1301   0.732139E+03   0.305934E+02   0.902477E-01  -0.290725E+02
  1302   0.731168E+03   0.306022E+02   0.901665E-01  -0.297717E+02
  1303   0.730255E+03   0.306072E+02   0.901147E-01  -0.304701E+02
  1304   0.729402E+03   0.306089E+02   0.900348E-01  -0.311662E+02
  1305   0.728607E+03   0.306063E+02   0.899843E-01  -0.318609E+02
  1306   0.727863E+03   0.306008E+02   0.899056E-01  -0.325521E+02
  1307   0.727185E+03   0.305911E+02   0.898565E-01  -0.332403E+02
  1308   0.726564E+03   0.305776E+02   0.897791E-01  -0.339268E+02
  1309   0.725990E+03   0.305598E+02   0.897314E-01  -0.346086E+02
  1310   0.725481E+03   0.305391E+02   0.896554E-01  -0.352876E+02
  1311   0.725019E+03   0.305147E+02   0.896090E-01  -0.359623E+02
  1312   0.724632E+03   0.304869E+02   0.895343E-01  -0.366325E+02
  1313   0.724283E+03   0.304548E+02   0.894894E-01  -0.372987E+02
  1314   0.723994E+03   0.304194E+02   0.894160E-01  -0.379594E+02
  1315   0.723752E+03   0.303807E+02   0.893726E-01  -0.386153E+02
  1316   0.723569E+03   0.303377E+02   0.893005E-01  -0.392656E+02
  1317   0.723438E+03   0.302923E+02   0.892585E-01  -0.399106E+02
  1318   0.723353E+03   0.302422E+02   0.891878E-01  -0.405492E+02
  1319   0.723319E+03   0.301887E+02   0.891473E-01  -0.411824E+02
  1320   0.723335E+03   0.301320E+02   0.890780E-01  -0.418086E+02
  1321   0.723397E+03   0.300724E+02   0.890389E-01  -0.424287E+02
  1322   0.723514E+03   0.300081E+02   0.889709E-01  -0.430412E+02
  1323   0.723677E+03   0.299409E+02   0.889333E-01  -0.436465E+02
  1324   0.723889E+03   0.298705E+02   0.888667E-01  -0.442450E+02
  1325   0.724142E+03   0.297967E+02   0.888305E-01  -0.448352E+02
  1326   0.724450E+03   0.297196E+02   0.887653E-01  -0.454180E+02
  1327   0.724788E+03   0.296398E+02   0.887305E-01  -0.459929E+02
  1328   0.725185E+03   0.295566E+02   0.886667E-01  -0.465583E+02
  1329   0.725617E+03   0.294697E+02   0.886334E-01  -0.471161E+02
  1330   0.726094E+03   0.293795E+02   0.885708E-01  -0.476648E+02
  1331   0.726615E+03   0.292865E+02   0.885390E-01  -0.482043E+02
  1332   0.727170E+03   0.291903E+02   0.884778E-01  -0.487350E+02
  1333   0.727770E+03   0.290908E+02   0.884474E-01  -0.492555E+02
  1334   0.728409E+03   0.289890E+02   0.883875E-01  -0.497671E+02
  1335   0.729082E+03   0.288834E+02   0.883585E-01  -0.502689E+02
  1336   0.729798E+03   0.287756E+02   0.883000E-01  -0.507597E+02
  1337   0.730549E+03   0.286641E+02   0.882724E-01  -0.512410E+02
  1338   0.731333E+03   0.285503E+02   0.882151E-01  -0.517117E+02
  1339   0.732155E+03   0.284333E+02   0.881889E-01  -0.521723E+02
  1340   0.733010E+03   0.283141E+02   0.881329E-01  -0.526227E+02
  1341   0.733895E+03   0.281925E+02   0.881080E-01  -0.530615E+02
  1342   0.734811E+03   0.280678E+02   0.880532E-01  -0.534895E+02
  1343   0.735761E+03   0.279404E+02   0.880297E-01  -0.539062E+02
  1344   0.736744E+03   0.278103E+02   0.879762E-01  -0.543117E+02
  1345   0.737745E+03   0.276784E+02   0.879539E-01  -0.547052E+02
  1346   0.738782E+03   0.275434E+02   0.879016E-01  -0.550882E+02
  1347   0.739847E+03   0.274061E+02   0.878806E-01  -0.554589E+02
  1348   0.740935E+03   0.272667E+02   0.878295E-01  -0.558175E+02
  1349   0.742054E+03   0.271241E+02   0.878097E-01  -0.561642E+02
  1350   0.743190E+03   0.269804E+02   0.877597E-01  -0.564987E+02
  1351   0.744354E+03   0.268339E+02   0.877412E-01  -0.568211E+02
  1352   0.745533E+03   0.266854E+02   0.876923E-01  -0.571309E+02
  1353   0.746740E+03   0.265356E+02   0.876749E-01  -0.574285E+02
  1354   0.747961E+03   0.263833E+02   0.876271E-01  -0.577139E+02
  1355   0.749209E+03   0.262288E+02   0.876109E-01  -0.579865E+02
  1356   0.750476E+03   0.260732E+02   0.875641E-01  -0.582472E+02
  1357   0.751755E+03   0.259150E+02   0.875490E-01  -0.584942E+02
  1358   0.753044E+03   0.257553E+02   0.875031E-01  -0.587274E+02
  1359   0.754348E+03   0.255940E+02   0.874891E-01  -0.589491E+02
  1360   0.755656E+03   0.254321E+02   0.874442E-01  -0.591570E+02
  1361   0.756989E+03   0.252672E+02   0.874312E-01  -0.593523E+02
  1362   0.758320E+03   0.251014E+02   0.873872E-01  -0.595338E+02
  1363   0.759666E+03   0.249340E+02   0.873751E-01  -0.597036E+02
  1364   0.761006E+03   0.247656E+02   0.873320E-01  -0.598590E+02
  1365   0.762406E+03   0.245957E+02   0.873209E-01  -0.600009E+02
  1366   0.763766E+03   0.244244E+02   0.872785E-01  -0.601306E+02
  1367   0.765130E+03   0.242516E+02   0.872683E-01  -0.602467E+02
  1368   0.766547E+03   0.240788E+02   0.872267E-01  -0.603493E+02
  1369   0.767921E+03   0.239042E+02   0.872173E-01  -0.604382E+02
  1370   0.769301E+03   0.237291E+02   0.871765E-01  -0.605144E+02
  1371   0.770684E+03   0.235531E+02   0.871679E-01  -0.605770E+02
  1372   0.772072E+03   0.233763E+02   0.871277E-01  -0.606263E+02
  1373   0.773461E+03   0.231990E+02   0.871198E-01  -0.606625E+02
  1374   0.774856E+03   0.230209E+02   0.870802E-01  -0.606849E+02
  1375   0.776251E+03   0.228419E+02   0.870731E-01  -0.606945E+02
  1376   0.777650E+03   0.226627E+02   0.870340E-01  -0.606904E+02
  1377   0.779050E+03   0.224835E+02   0.870275E-01  -0.606735E+02
  1378   0.780453E+03   0.223026E+02   0.869890E-01  -0.606433E+02
  1379   0.781811E+03   0.221229E+02   0.869830E-01  -0.605998E+02
  1380   0.783171E+03   0.219415E+02   0.869449E-01  -0.605435E+02
  1381   0.784531E+03   0.217607E+02   0.869395E-01  -0.604734E+02
  1382   0.785802E+03   0.215797E+02   0.869018E-01  -0.603901E+02
  1383   0.787163E+03   0.213984E+02   0.868969E-01  -0.602943E+02
  1384   0.788434E+03   0.212174E+02   0.868595E-01  -0.601852E+02
  1385   0.789704E+03   0.210362E+02   0.868550E-01  -0.600633E+02
  1386   0.790976E+03   0.208553E+02   0.868180E-01  -0.599285E+02
  1387   0.792198E+03   0.206747E+02   0.868138E-01  -0.597809E+02
  1388   0.793512E+03   0.204939E+02   0.867770E-01  -0.596209E+02
  1389   0.794732E+03   0.203135E+02   0.867731E-01  -0.594476E+02
  1390   0.795908E+03   0.201339E+02   0.867364E-01  -0.592628E+02
  1391   0.797125E+03   0.199546E+02   0.867328E-01  -0.590652E+02
  1392   0.798296E+03   0.197757E+02   0.866963E-01  -0.588553E+02
  1393   0.799463E+03   0.195977E+02   0.866928E-01  -0.586330E+02
  1394   0.800584E+03   0.194200E+02   0.866564E-01  -0.583992E+02
  1395   0.801700E+03   0.192428E+02   0.866531E-01  -0.581527E+02
  1396   0.802815E+03   0.190670E+02   0.866167E-01  -0.578952E+02
  1397   0.803879E+03   0.188916E+02   0.866134E-01  -0.576254E+02
  1398   0.804897E+03   0.187167E+02   0.865769E-01  -0.573438E+02
  1399   0.805909E+03   0.185436E+02   0.865737E-01  -0.570508E+02
  1400   0.806918E+03   0.183711E+02   0.865371E-01  -0.567465E+02
  1401   0.807876E+03   0.181990E+02   0.865339E-01  -0.564309E+02
  1402   0.808830E+03   0.180289E+02   0.864971E-01  -0.561044E+02
  1403   0.809734E+03   0.178598E+02   0.864938E-01  -0.557666E+02
  1404   0.810588E+03   0.176921E+02   0.864568E-01  -0.554181E+02
  1405   0.811480E+03   0.175251E+02   0.864533E-01  -0.550589E+02
  1406   0.812279E+03   0.173600E+02   0.864161E-01  -0.546898E+02
  1407   0.813024E+03   0.171960E+02   0.864124E-01  -0.543102E+02
  1408   0.813854E+03   0.170331E+02   0.863748E-01  -0.539204E+02
  1409   0.814541E+03   0.168722E+02   0.863708E-01  -0.535205E+02
  1410   0.815268E+03   0.167125E+02   0.863329E-01  -0.531114E+02
  1411   0.815940E+03   0.165544E+02   0.863286E-01  -0.526923E+02
  1412   0.816563E+03   0.163984E+02   0.862902E-01  -0.522638E+02
  1413   0.817087E+03   0.162440E+02   0.862856E-01  -0.518262E+02
  1414   0.817650E+03   0.160913E+02   0.862467E-01  -0.513792E+02
  1415   0.818157E+03   0.159402E+02   0.862417E-01  -0.509237E+02
  1416   0.818658E+03   0.157913E+02   0.862023E-01  -0.504597E+02
  1417   0.819059E+03   0.156436E+02   0.861968E-01  -0.499879E+02
  1418   0.819454E+03   0.154982E+02   0.861568E-01  -0.495068E+02
  1419   0.819793E+03   0.153548E+02   0.861507E-01  -0.490183E+02
  1420   0.820124E+03   0.152138E+02   0.861101E-01  -0.485221E+02
  1421   0.820399E+03   0.150744E+02   0.861035E-01  -0.480181E+02
  1422   0.820667E+03   0.149373E+02   0.860621E-01  -0.475069E+02
  1423   0.820833E+03   0.148025E+02   0.860549E-01  -0.469885E+02
  1424   0.821036E+03   0.146699E+02   0.860128E-01  -0.464630E+02
  1425   0.821138E+03   0.145396E+02   0.860050E-01  -0.459309E+02
  1426   0.821188E+03   0.144116E+02   0.859621E-01  -0.453922E+02
  1427   0.821268E+03   0.142858E+02   0.859535E-01  -0.448470E+02
  1428   0.821251E+03   0.141620E+02   0.859098E-01  -0.442962E+02
  1429   0.821177E+03   0.140413E+02   0.859005E-01  -0.437386E+02
  1430   0.821094E+03   0.139226E+02   0.858559E-01  -0.431764E+02
  1431   0.820953E+03   0.138062E+02   0.858458E-01  -0.426079E+02
  1432   0.820758E+03   0.136926E+02   0.858003E-01  -0.420345E+02
  1433   0.820594E+03   0.135814E+02   0.857893E-01  -0.414558E+02
  1434   0.820331E+03   0.134730E+02   0.857429E-01  -0.408723E+02
  1435   0.820010E+03   0.133666E+02   0.857310E-01  -0.402845E+02
  1436   0.819679E+03   0.132630E+02   0.856836E-01  -0.396929E+02
  1437   0.819246E+03   0.131623E+02   0.856708E-01  -0.390962E+02
  1438   0.818803E+03   0.130636E+02   0.856223E-01  -0.384968E+02
  1439   0.818301E+03   0.129681E+02   0.856086E-01  -0.378923E+02
  1440   0.817788E+03   0.128752E+02   0.855591E-01  -0.372852E+02
  1441   0.817216E+03   0.127847E+02   0.855444E-01  -0.366755E+02
  1442   0.816590E+03   0.126971E+02   0.854937E-01  -0.360622E+02
  1443   0.815904E+03   0.126128E+02   0.854780E-01  -0.354456E+02
  1444   0.815208E+03   0.125306E+02   0.854262E-01  -0.348270E+02
  1445   0.814408E+03   0.124518E+02   0.854095E-01  -0.342064E+02
  1446   0.813642E+03   0.123750E+02   0.853565E-01  -0.335830E+02
  1447   0.812729E+03   0.123016E+02   0.853387E-01  -0.329569E+02
  1448   0.811848E+03   0.122311E+02   0.852845E-01  -0.323308E+02
  1449   0.810907E+03   0.121628E+02   0.852656E-01  -0.317025E+02
  1450   0.809912E+03   0.120978E+02   0.852102E-01  -0.310729E+02
  1451   0.808900E+03   0.120358E+02   0.851902E-01  -0.304430E+02
  1452   0.807791E+03   0.119763E+02   0.851335E-01  -0.298129E+02
  1453   0.806665E+03   0.119198E+02   0.851123E-01  -0.291813E+02
  1454   0.805527E+03   0.118663E+02   0.850544E-01  -0.285493E+02
  1455   0.804329E+03   0.118154E+02   0.850320E-01  -0.279176E+02
  1456   0.803077E+03   0.117679E+02   0.849728E-01  -0.272869E+02
  1457   0.801723E+03   0.117224E+02   0.849493E-01  -0.266559E+02
  1458   0.800400E+03   0.116805E+02   0.848888E-01  -0.260256E+02
  1459   0.799018E+03   0.116410E+02   0.848640E-01  -0.253956E+02
  1460   0.797581E+03   0.116050E+02   0.848021E-01  -0.247672E+02
  1461   0.796127E+03   0.115707E+02   0.847761E-01  -0.241406E+02
  1462   0.794620E+03   0.115399E+02   0.847130E-01  -0.235154E+02
  1463   0.793010E+03   0.115120E+02   0.846857E-01  -0.228917E+02
  1464   0.791432E+03   0.114868E+02   0.846212E-01  -0.222699E+02
  1465   0.789752E+03   0.114645E+02   0.845927E-01  -0.216507E+02
  1466   0.788103E+03   0.114452E+02   0.845268E-01  -0.210335E+02
  1467   0.786353E+03   0.114285E+02   0.844970E-01  -0.204195E+02
  1468   0.784591E+03   0.114148E+02   0.844298E-01  -0.198081E+02
  1469   0.782814E+03   0.114037E+02   0.843987E-01  -0.191999E+02
  1470   0.780897E+03   0.113952E+02   0.843301E-01  -0.185945E+02
  1471   0.779051E+03   0.113901E+02   0.842978E-01  -0.179934E+02
  1472   0.777149E+03   0.113875E+02   0.842278E-01  -0.173956E+02
  1473   0.775190E+03   0.113875E+02   0.841942E-01  -0.168022E+02
  1474   0.773135E+03   0.113901E+02   0.841228E-01  -0.162124E+02
  1475   0.771108E+03   0.113953E+02   0.840879E-01  -0.156270E+02
  1476   0.769027E+03   0.114035E+02   0.840152E-01  -0.150466E+02
  1477   0.766931E+03   0.114142E+02   0.839790E-01  -0.144703E+02
  1478   0.764781E+03   0.114275E+02   0.839049E-01  -0.138992E+02
  1479   0.762616E+03   0.114437E+02   0.838675E-01  -0.133333E+02
  1480   0.760399E+03   0.114625E+02   0.837919E-01  -0.127725E+02
  1481   0.758129E+03   0.114834E+02   0.837532E-01  -0.122171E+02
  1482   0.755853E+03   0.115073E+02   0.836764E-01  -0.116674E+02
  1483   0.753528E+03   0.115338E+02   0.836364E-01  -0.111234E+02
  1484   0.751189E+03   0.115623E+02   0.835581E-01  -0.105854E+02
  1485   0.748802E+03   0.115934E+02   0.835169E-01  -0.100536E+02
  1486   0.746384E+03   0.116274E+02   0.834373E-01  -0.952788E+01
  1487   0.743931E+03   0.116631E+02   0.833949E-01  -0.900869E+01
  1488   0.741459E+03   0.117017E+02   0.833139E-01  -0.849605E+01
  1489   0.738940E+03   0.117429E+02   0.832702E-01  -0.799021E+01
  1490   0.736400E+03   0.117857E+02   0.831880E-01  -0.749122E+01
  1491   0.733829E+03   0.118309E+02   0.831431E-01  -0.699933E+01
  1492   0.731236E+03   0.118787E+02   0.830595E-01  -0.651458E+01
  1493   0.728608E+03   0.119281E+02   0.830134E-01  -0.603717E+01
  1494   0.725956E+03   0.119800E+02   0.829285E-01  -0.556723E+01
  1495   0.723277E+03   0.120344E+02   0.828812E-01  -0.510487E+01
  1496   0.720574E+03   0.120908E+02   0.827950E-01  -0.465019E+01
  1497   0.717840E+03   0.121488E+02   0.827466E-01  -0.420335E+01
  1498   0.715091E+03   0.122092E+02   0.826592E-01  -0.376449E+01
  1499   0.712312E+03   0.122712E+02   0.826096E-01  -0.333365E+01
  1500   0.709512E+03   0.123357E+02   0.825210E-01  -0.291100E+01
  1501   0.706688E+03   0.124018E+02   0.824703E-01  -0.249654E+01
  1502   0.703844E+03   0.124698E+02   0.823804E-01  -0.209061E+01
  1503   0.700980E+03   0.125398E+02   0.823286E-01  -0.169317E+01
  1504   0.698097E+03   0.126114E+02   0.822376E-01  -0.130423E+01
  1505   0.695190E+03   0.126848E+02   0.821847E-01  -0.924033E+00
  1506   0.692268E+03   0.127599E+02   0.820925E-01  -0.552579E+00
  1507   0.689327E+03   0.128368E+02   0.820387E-01  -0.189951E+00
  1508   0.686371E+03   0.129152E+02   0.819453E-01   0.163605E+00
  1509   0.683393E+03   0.129946E+02   0.818904E-01   0.508136E+00
  1510   0.680410E+03   0.130764E+02   0.817960E-01   0.843433E+00
  1511   0.677400E+03   0.131592E+02   0.817402E-01   0.116989E+01
  1512   0.674381E+03   0.132434E+02   0.816447E-01   0.148621E+01
  1513   0.671345E+03   0.133290E+02   0.815879E-01   0.179403E+01
  1514   0.668304E+03   0.134164E+02   0.814913E-01   0.209206E+01
  1515   0.665258E+03   0.135048E+02   0.814336E-01   0.238112E+01
  1516   0.662192E+03   0.135942E+02   0.813361E-01   0.265992E+01
  1517   0.659118E+03   0.136849E+02   0.812775E-01   0.292968E+01
  1518   0.656036E+03   0.137770E+02   0.811790E-01   0.319037E+01
  1519   0.652943E+03   0.138695E+02   0.811196E-01   0.344031E+01
  1520   0.649850E+03   0.139634E+02   0.810202E-01   0.368114E+01
  1521   0.646742E+03   0.140586E+02   0.809600E-01   0.391240E+01
  1522   0.643628E+03   0.141542E+02   0.808596E-01   0.413367E+01
  1523   0.640511E+03   0.142506E+02   0.807987E-01   0.434534E+01
  1524   0.637388E+03   0.143484E+02   0.806975E-01   0.454698E+01
  1525   0.634258E+03   0.144469E+02   0.806358E-01   0.473896E+01
  1526   0.631132E+03   0.145458E+02   0.805338E-01   0.492129E+01
  1527   0.627999E+03   0.146451E+02   0.804714E-01   0.509313E+01
  1528   0.624866E+03   0.147456E+02   0.803687E-01   0.525567E+01
  1529   0.621732E+03   0.148464E+02   0.803057E-01   0.540850E+01
  1530   0.618601E+03   0.149476E+02   0.802022E-01   0.555121E+01
  1531   0.615466E+03   0.150495E+02   0.801385E-01   0.568377E+01
  1532   0.612339E+03   0.151521E+02   0.800344E-01   0.580698E+01
  1533   0.609207E+03   0.152546E+02   0.799702E-01   0.592084E+01
  1534   0.606085E+03   0.153578E+02   0.798654E-01   0.602371E+01
  1535   0.602963E+03   0.154612E+02   0.798007E-01   0.611763E+01
  1536   0.599845E+03   0.155645E+02   0.796952E-01   0.620136E+01
  1537   0.596737E+03   0.156684E+02   0.796300E-01   0.627530E+01
  1538   0.593639E+03   0.157725E+02   0.795240E-01   0.633985E+01
  1539   0.590525E+03   0.158760E+02   0.794584E-01   0.639459E+01
  1540   0.587434E+03   0.159797E+02   0.793519E-01   0.643995E+01
  1541   0.584349E+03   0.160839E+02   0.792859E-01   0.647510E+01
  1542   0.581275E+03   0.161879E+02   0.791789E-01   0.650127E+01
  1543   0.578202E+03   0.162912E+02   0.791126E-01   0.651722E+01
  1544   0.575145E+03   0.163951E+02   0.790052E-01   0.652419E+01
  1545   0.572098E+03   0.164982E+02   0.789385E-01   0.652177E+01
  1546   0.569060E+03   0.166010E+02   0.788307E-01   0.650955E+01
  1547   0.566032E+03   0.167039E+02   0.787638E-01   0.648836E+01
  1548   0.563024E+03   0.168065E+02   0.786557E-01   0.645779E+01
  1549   0.560024E+03   0.169083E+02   0.785886E-01   0.641826E+01
  1550   0.557044E+03   0.170098E+02   0.784801E-01   0.636937E+01
  1551   0.554068E+03   0.171108E+02   0.784129E-01   0.631113E+01
  1552   0.551118E+03   0.172111E+02   0.783042E-01   0.624437E+01
